blast2go_go_id,blast2go_go_name
P:GO:0060322,P:head development
F:GO:0070404,F:NADH binding
P:GO:0071398,P:cellular response to fatty acid
P:GO:1901023,P:4-hydroxyphenylacetate catabolic process
C:GO:0005739,C:mitochondrion
F:GO:0008704,F:5-carboxymethyl-2-hydroxymuconate delta-isomerase activity
F:GO:0016823,"F:hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances"
F:GO:0018800,"F:5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity"
C:GO:0044446,C:intracellular organelle part
F:GO:0046872,F:metal ion binding
C:GO:0070013,C:intracellular organelle lumen
P:GO:1901023,P:4-hydroxyphenylacetate catabolic process
C:GO:0005737,C:cytoplasm
F:GO:0016787,F:hydrolase activity
P:GO:0000160,P:phosphorelay signal transduction system
F:GO:0000976,F:transcription regulatory region sequence-specific DNA binding
F:GO:0000986,F:bacterial-type proximal promoter sequence-specific DNA binding
P:GO:0001121,P:bacterial transcription
F:GO:0001140,"F:transcriptional activator activity, bacterial-type RNA polymerase proximal promoter sequence-specific DNA binding"
F:GO:0001216,"F:bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding"
F:GO:0003677,F:DNA binding
F:GO:0003700,F:DNA-binding transcription factor activity
F:GO:0005515,F:protein binding
C:GO:0005737,C:cytoplasm
P:GO:0006351,"P:transcription, DNA-templated"
P:GO:0006355,"P:regulation of transcription, DNA-templated"
P:GO:0006974,P:cellular response to DNA damage stimulus
P:GO:0009405,P:pathogenesis
C:GO:0032993,C:protein-DNA complex
F:GO:0043565,F:sequence-specific DNA binding
F:GO:0044212,F:transcription regulatory region DNA binding
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
P:GO:0050709,P:negative regulation of protein secretion
P:GO:2000144,"P:positive regulation of DNA-templated transcription, initiation"
F:GO:0005488,F:binding
F:GO:0016301,F:kinase activity
F:GO:0016773,"F:phosphotransferase activity, alcohol group as acceptor"
,
F:GO:0000155,F:phosphorelay sensor kinase activity
F:GO:0000156,F:phosphorelay response regulator activity
F:GO:0005524,F:ATP binding
C:GO:0005654,C:nucleoplasm
P:GO:0006355,"P:regulation of transcription, DNA-templated"
P:GO:0007234,P:osmosensory signaling via phosphorelay pathway
P:GO:0009584,P:detection of visible light
F:GO:0009883,F:red or far-red light photoreceptor activity
P:GO:0010017,P:red or far-red light signaling pathway
P:GO:0018106,P:peptidyl-histidine phosphorylation
P:GO:0018298,P:protein-chromophore linkage
P:GO:0023014,P:signal transduction by protein phosphorylation
F:GO:0030295,F:protein kinase activator activity
P:GO:0032147,P:activation of protein kinase activity
F:GO:0042802,F:identical protein binding
,
C:GO:0005829,C:cytosol
F:GO:0047405,F:pyrimidine-5'-nucleotide nucleosidase activity
F:GO:0004145,F:diamine N-acetyltransferase activity
P:GO:0009447,P:putrescine catabolic process
F:GO:0016740,F:transferase activity
F:GO:0016746,"F:transferase activity, transferring acyl groups"
C:GO:0005886,C:plasma membrane
F:GO:0015144,F:carbohydrate transmembrane transporter activity
C:GO:0016021,C:integral component of membrane
P:GO:0034219,P:carbohydrate transmembrane transport
F:GO:0000155,F:phosphorelay sensor kinase activity
P:GO:0000160,P:phosphorelay signal transduction system
P:GO:0001101,P:response to acid chemical
C:GO:0005635,C:nuclear envelope
C:GO:0005737,C:cytoplasm
C:GO:0005886,C:plasma membrane
P:GO:0009607,P:response to biotic stimulus
P:GO:0009725,P:response to hormone
F:GO:0009927,F:histidine phosphotransfer kinase activity
F:GO:0016787,F:hydrolase activity
F:GO:0019900,F:kinase binding
P:GO:0019933,P:cAMP-mediated signaling
P:GO:0031154,P:culmination involved in sorocarp development
P:GO:0042542,P:response to hydrogen peroxide
P:GO:0042594,P:response to starvation
P:GO:0046777,P:protein autophosphorylation
P:GO:0048519,P:negative regulation of biological process
P:GO:0048584,P:positive regulation of response to stimulus
P:GO:0071396,P:cellular response to lipid
P:GO:0071470,P:cellular response to osmotic stress
P:GO:0080134,P:regulation of response to stress
F:GO:0097159,F:organic cyclic compound binding
P:GO:0097306,P:cellular response to alcohol
P:GO:1900430,P:positive regulation of filamentous growth of a population of unicellular organisms
F:GO:1901363,F:heterocyclic compound binding
P:GO:2000026,P:regulation of multicellular organismal development
,
F:GO:0008800,F:beta-lactamase activity
C:GO:0016020,C:membrane
P:GO:0017001,P:antibiotic catabolic process
C:GO:0030288,C:outer membrane-bounded periplasmic space
P:GO:0033252,P:regulation of beta-lactamase activity
P:GO:0046677,P:response to antibiotic
F:GO:0070011,"F:peptidase activity, acting on L-amino acid peptides"
F:GO:0001131,"F:transcription factor activity, bacterial-type RNA polymerase proximal promoter sequence-specific DNA binding"
C:GO:0005737,C:cytoplasm
P:GO:0006355,"P:regulation of transcription, DNA-templated"
P:GO:0009411,P:response to UV
C:GO:0032993,C:protein-DNA complex
F:GO:0043565,F:sequence-specific DNA binding
P:GO:0045862,P:positive regulation of proteolysis
P:GO:0050714,P:positive regulation of protein secretion
P:GO:1900232,P:negative regulation of single-species biofilm formation on inanimate substrate
P:GO:1900378,P:positive regulation of secondary metabolite biosynthetic process
F:GO:0004112,F:cyclic-nucleotide phosphodiesterase activity
F:GO:0005515,F:protein binding
P:GO:0007165,P:signal transduction
P:GO:0009214,P:cyclic nucleotide catabolic process
F:GO:0046872,F:metal ion binding
F:GO:0071111,F:cyclic-guanylate-specific phosphodiesterase activity
P:GO:1900231,P:regulation of single-species biofilm formation on inanimate substrate
P:GO:2000147,P:positive regulation of cell motility
,
F:GO:0003674,F:molecular_function
C:GO:0005575,C:cellular_component
P:GO:0008150,P:biological_process
,
C:GO:0016020,C:membrane
,
F:GO:0000155,F:phosphorelay sensor kinase activity
C:GO:0005886,C:plasma membrane
P:GO:0009314,P:response to radiation
C:GO:0016021,C:integral component of membrane
P:GO:0023014,P:signal transduction by protein phosphorylation
F:GO:0042802,F:identical protein binding
P:GO:0043708,P:cell adhesion involved in biofilm formation
P:GO:0046777,P:protein autophosphorylation
F:GO:0000156,F:phosphorelay response regulator activity
P:GO:0000160,P:phosphorelay signal transduction system
F:GO:0000976,F:transcription regulatory region sequence-specific DNA binding
F:GO:0001216,"F:bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding"
F:GO:0001217,"F:bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding"
C:GO:0005829,C:cytosol
C:GO:0032993,C:protein-DNA complex
F:GO:0042802,F:identical protein binding
P:GO:0045892,"P:negative regulation of transcription, DNA-templated"
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
F:GO:0005515,F:protein binding
C:GO:0005743,C:mitochondrial inner membrane
F:GO:0008812,F:choline dehydrogenase activity
P:GO:0019695,P:choline metabolic process
P:GO:0034641,P:cellular nitrogen compound metabolic process
P:GO:1901564,P:organonitrogen compound metabolic process
P:GO:0006811,P:ion transport
P:GO:0008643,P:carbohydrate transport
C:GO:0009279,C:cell outer membrane
F:GO:0015288,F:porin activity
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
C:GO:0046930,C:pore complex
P:GO:0055085,P:transmembrane transport
P:GO:0006631,P:fatty acid metabolic process
P:GO:0006950,P:response to stress
F:GO:0016616,"F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
P:GO:0044249,P:cellular biosynthetic process
C:GO:0044444,C:cytoplasmic part
P:GO:1901576,P:organic substance biosynthetic process
F:GO:0000721,"F:(R,R)-butanediol dehydrogenase activity"
P:GO:0006000,P:fructose metabolic process
P:GO:0006060,P:sorbitol metabolic process
P:GO:0006734,P:NADH metabolic process
C:GO:0016020,C:membrane
F:GO:0016651,"F:oxidoreductase activity, acting on NAD(P)H"
P:GO:0019321,P:pentose metabolic process
P:GO:0019752,P:carboxylic acid metabolic process
C:GO:0043227,C:membrane-bounded organelle
P:GO:0044283,P:small molecule biosynthetic process
C:GO:0044444,C:cytoplasmic part
P:GO:0046365,P:monosaccharide catabolic process
F:GO:0046872,F:metal ion binding
P:GO:0051160,P:L-xylitol catabolic process
P:GO:0055114,P:oxidation-reduction process
P:GO:1901159,P:xylulose 5-phosphate biosynthetic process
P:GO:0006820,P:anion transport
C:GO:0016020,C:membrane
F:GO:0022857,F:transmembrane transporter activity
P:GO:0071702,P:organic substance transport
,
F:GO:0000986,F:bacterial-type proximal promoter sequence-specific DNA binding
F:GO:0001108,F:bacterial-type RNA polymerase holo enzyme binding
F:GO:0001216,"F:bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding"
F:GO:0001217,"F:bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding"
C:GO:0005829,C:cytosol
C:GO:0032993,C:protein-DNA complex
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
,
P:GO:0006208,P:pyrimidine nucleobase catabolic process
F:GO:0010181,F:FMN binding
F:GO:0016651,"F:oxidoreductase activity, acting on NAD(P)H"
P:GO:0019439,P:aromatic compound catabolic process
F:GO:0036382,F:flavin reductase (NADH) activity
P:GO:0042537,P:benzene-containing compound metabolic process
F:GO:0042602,F:riboflavin reductase (NADPH) activity
F:GO:0050660,F:flavin adenine dinucleotide binding
F:GO:0051287,F:NAD binding
P:GO:0055114,P:oxidation-reduction process
P:GO:0010124,P:phenylacetate catabolic process
F:GO:0016627,"F:oxidoreductase activity, acting on the CH-CH group of donors"
F:GO:0018601,F:4-nitrophenol 2-monooxygenase activity
F:GO:0042803,F:protein homodimerization activity
P:GO:0046196,P:4-nitrophenol catabolic process
F:GO:0050660,F:flavin adenine dinucleotide binding
F:GO:0052881,F:4-hydroxyphenylacetate 3-monooxygenase activity
P:GO:0055114,P:oxidation-reduction process
,
F:GO:0004316,F:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity
C:GO:0005829,C:cytosol
P:GO:0009102,P:biotin biosynthetic process
P:GO:0030497,P:fatty acid elongation
F:GO:0042802,F:identical protein binding
F:GO:0050661,F:NADP binding
F:GO:0003824,F:catalytic activity
C:GO:0005737,C:cytoplasm
P:GO:0006779,P:porphyrin-containing compound biosynthetic process
P:GO:0006782,P:protoporphyrinogen IX biosynthetic process
F:GO:0008483,F:transaminase activity
F:GO:0016853,F:isomerase activity
F:GO:0030170,F:pyridoxal phosphate binding
P:GO:0033014,P:tetrapyrrole biosynthetic process
F:GO:0042286,"F:glutamate-1-semialdehyde 2,1-aminomutase activity"
,
P:GO:0007155,P:cell adhesion
C:GO:0009289,C:pilus
P:GO:0043709,P:cell adhesion involved in single-species biofilm formation
P:GO:0043711,P:pilus organization
F:GO:0005515,F:protein binding
P:GO:0007155,P:cell adhesion
P:GO:0009987,P:cellular process
F:GO:0005488,F:binding
C:GO:0016020,C:membrane
P:GO:0043711,P:pilus organization
P:GO:0009987,P:cellular process
F:GO:0005509,F:calcium ion binding
C:GO:0005576,C:extracellular region
C:GO:0005886,C:plasma membrane
P:GO:0007156,P:homophilic cell adhesion via plasma membrane adhesion molecules
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
F:GO:0030246,F:carbohydrate binding
P:GO:0007155,P:cell adhesion
C:GO:0009289,C:pilus
P:GO:0043709,P:cell adhesion involved in single-species biofilm formation
P:GO:0043711,P:pilus organization
F:GO:0001140,"F:transcriptional activator activity, bacterial-type RNA polymerase proximal promoter sequence-specific DNA binding"
F:GO:0001141,"F:transcriptional repressor activity, bacterial-type RNA polymerase proximal promoter sequence-specific DNA binding"
F:GO:0005515,F:protein binding
C:GO:0005829,C:cytosol
P:GO:0031346,P:positive regulation of cell projection organization
P:GO:0044011,P:single-species biofilm formation on inanimate substrate
P:GO:0045892,"P:negative regulation of transcription, DNA-templated"
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
P:GO:0046677,P:response to antibiotic
P:GO:0009058,P:biosynthetic process
P:GO:0009987,P:cellular process
C:GO:0016020,C:membrane
F:GO:0016491,F:oxidoreductase activity
C:GO:0044424,C:intracellular part
P:GO:0071704,P:organic substance metabolic process
C:GO:0005737,C:cytoplasm
F:GO:0016740,F:transferase activity
P:GO:0019752,P:carboxylic acid metabolic process
F:GO:0036094,F:small molecule binding
F:GO:0043168,F:anion binding
P:GO:0044238,P:primary metabolic process
P:GO:0044249,P:cellular biosynthetic process
F:GO:0048037,F:cofactor binding
P:GO:1901576,P:organic substance biosynthetic process
F:GO:0003677,F:DNA binding
,
,
F:GO:0000986,F:bacterial-type proximal promoter sequence-specific DNA binding
F:GO:0001216,"F:bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding"
F:GO:0001217,"F:bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding"
C:GO:0032993,C:protein-DNA complex
P:GO:1900190,P:regulation of single-species biofilm formation
P:GO:2000144,"P:positive regulation of DNA-templated transcription, initiation"
P:GO:0001568,P:blood vessel development
F:GO:0001758,F:retinal dehydrogenase activity
P:GO:0001822,P:kidney development
P:GO:0001889,P:liver development
P:GO:0001936,P:regulation of endothelial cell proliferation
P:GO:0001947,P:heart looping
F:GO:0004028,F:3-chloroallyl aldehyde dehydrogenase activity
F:GO:0004030,F:aldehyde dehydrogenase [NAD(P)+] activity
F:GO:0004745,F:retinol dehydrogenase activity
F:GO:0005096,F:GTPase activator activity
F:GO:0005497,F:androgen binding
F:GO:0005515,F:protein binding
F:GO:0005524,F:ATP binding
C:GO:0005739,C:mitochondrion
C:GO:0005829,C:cytosol
P:GO:0006069,P:ethanol oxidation
P:GO:0007494,P:midgut development
P:GO:0008284,P:positive regulation of cell proliferation
P:GO:0008285,P:negative regulation of cell proliferation
F:GO:0008957,F:phenylacetaldehyde dehydrogenase activity
P:GO:0009435,P:NAD biosynthetic process
C:GO:0009507,C:chloroplast
P:GO:0009954,P:proximal/distal pattern formation
P:GO:0010628,P:positive regulation of gene expression
P:GO:0014032,P:neural crest cell development
P:GO:0016331,P:morphogenesis of embryonic epithelium
F:GO:0016918,F:retinal binding
P:GO:0019413,P:acetate biosynthetic process
P:GO:0019607,P:phenylethylamine catabolic process
P:GO:0021522,P:spinal cord motor neuron differentiation
P:GO:0021915,P:neural tube development
P:GO:0021983,P:pituitary gland development
P:GO:0030324,P:lung development
P:GO:0030902,P:hindbrain development
P:GO:0031016,P:pancreas development
P:GO:0031076,P:embryonic camera-type eye development
P:GO:0032355,P:response to estradiol
P:GO:0033189,P:response to vitamin A
P:GO:0034097,P:response to cytokine
P:GO:0035115,P:embryonic forelimb morphogenesis
P:GO:0035799,P:ureter maturation
P:GO:0042207,P:styrene catabolic process
P:GO:0042574,P:retinal metabolic process
P:GO:0042904,P:9-cis-retinoic acid biosynthetic process
P:GO:0043065,P:positive regulation of apoptotic process
P:GO:0046196,P:4-nitrophenol catabolic process
P:GO:0046686,P:response to cadmium ion
F:GO:0047106,F:4-hydroxyphenylacetaldehyde dehydrogenase activity
C:GO:0048471,C:perinuclear region of cytoplasm
P:GO:0048566,P:embryonic digestive tract development
P:GO:0048738,P:cardiac muscle tissue development
P:GO:0051289,P:protein homotetramerization
P:GO:0060324,P:face development
P:GO:0061624,P:fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate
P:GO:0071300,P:cellular response to retinoic acid
P:GO:0090242,P:retinoic acid receptor signaling pathway involved in somitogenesis
P:GO:0006865,P:amino acid transport
P:GO:0006950,P:response to stress
P:GO:0007420,P:brain development
C:GO:0016020,C:membrane
P:GO:0031323,P:regulation of cellular metabolic process
P:GO:0042221,P:response to chemical
C:GO:0043231,C:intracellular membrane-bounded organelle
P:GO:0051171,P:regulation of nitrogen compound metabolic process
P:GO:0065008,P:regulation of biological quality
P:GO:0098656,P:anion transmembrane transport
,
F:GO:0003677,F:DNA binding
F:GO:0003700,F:DNA-binding transcription factor activity
P:GO:0006355,"P:regulation of transcription, DNA-templated"
P:GO:0005975,P:carbohydrate metabolic process
P:GO:0034645,P:cellular macromolecule biosynthetic process
P:GO:1901137,P:carbohydrate derivative biosynthetic process
F:GO:0000166,F:nucleotide binding
C:GO:0005794,C:Golgi apparatus
P:GO:0005975,P:carbohydrate metabolic process
P:GO:0007275,P:multicellular organism development
C:GO:0016020,C:membrane
P:GO:0016043,P:cellular component organization
F:GO:0016831,F:carboxy-lyase activity
P:GO:0044281,P:small molecule metabolic process
P:GO:0050650,P:chondroitin sulfate proteoglycan biosynthetic process
F:GO:0050662,F:coenzyme binding
F:GO:0005515,F:protein binding
C:GO:0009279,C:cell outer membrane
,
F:GO:0000166,F:nucleotide binding
F:GO:0005515,F:protein binding
F:GO:0005524,F:ATP binding
C:GO:0005886,C:plasma membrane
C:GO:0005887,C:integral component of plasma membrane
P:GO:0006855,P:drug transmembrane transport
F:GO:0008559,F:xenobiotic transmembrane transporting ATPase activity
