id_ccbh,seq_name,description,length
PA4851_09385,|PA4851_09385||aminopeptidase||COORDINATES_|,PSA_ARATHPuromycin-sensitive aminopeptidase OS=Arabidopsis thaliana OX=3702 GN=MPA1 PE=2 SV=1,885
PA4851_09390,|PA4851_09390||glycine|,---NA---,654
PA4851_09395,|PA4851_09395||hypothetical|,Y3922_PSEAEUncharacterized protein PA3922 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA3922 PE=1 SV=1,455
PA4851_09400,|PA4851_09400||hypothetical|,YC48L_SYNR3Ycf48-like protein OS=Synechococcus sp. (strain RCC307) OX=316278 GN=SynRCC307_0211 PE=3 SV=1,365
PA4851_09405,|PA4851_09405||hypothetical|,Y1562_METJAPutative membrane protein MJ1562 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1562 PE=3 SV=1,793
PA4851_09410,|PA4851_09410||two-component|,TCRY_MYCTUProbable sensor histidine kinase TcrY OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=tcrY PE=1 SV=1,431
PA4851_09415,|PA4851_09415||two-component|,MPRA_MYCS2Response regulator MprA OS=Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=mprA PE=1 SV=1,223
PA4851_09420,|PA4851_09420||hypothetical|,---NA---,362
PA4851_09425,|PA4851_09425||hypothetical|,---NA---,543
PA4851_09430,|PA4851_09430||hypothetical|,---NA---,586
PA4851_09435,|PA4851_09435||hypothetical|,Y3478_NOCFAUPF0353 protein NFA_34780 OS=Nocardia farcinica (strain IFM 10152) OX=247156 GN=NFA_34780 PE=3 SV=1,340
PA4851_09440,|PA4851_09440||hypothetical|,---NA---,164
PA4851_09445,|PA4851_09445||hypothetical|,Y1516_MYCBOUncharacterized protein Mb1516 OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=BQ2027_MB1516 PE=4 SV=1,312
PA4851_09450,|PA4851_09450||hypothetical|,MOXR_METEAProtein MoxR OS=Methylobacterium extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1) OX=272630 GN=moxR PE=3 SV=3,326
PA4851_09455,|PA4851_09455||hypothetical|,---NA---,205
PA4851_09460,|PA4851_09460||NAD-specific|,DHE2_PSEAENAD-specific glutamate dehydrogenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=gdhB PE=1 SV=1,1620
PA4851_09465,|PA4851_09465||hypothetical|,---NA---,948
PA4851_09470,|PA4851_09470||pellicle/biofilm|,---NA---,1193
PA4851_09475,|PA4851_09475||pellicle/biofilm|,---NA---,172
PA4851_09480,|PA4851_09480||pellicle/biofilm|,---NA---,455
PA4851_09485,|PA4851_09485||pellicle/biofilm|,---NA---,329
PA4851_09490,|PA4851_09490||pellicle/biofilm|,MSHA2_CATADD-inositol 3-phosphate glycosyltransferase 2 OS=Catenulispora acidiphila (strain DSM 44928 / NRRL B-24433 / NBRC 102108 / JCM 14897) OX=479433 GN=mshA2 PE=3 SV=1,507
PA4851_09495,|PA4851_09495||pellicle/biofilm|,---NA---,456
PA4851_09500,|PA4851_09500||hypothetical|,---NA---,76
PA4851_09505,|PA4851_09505||hypothetical|,---NA---,158
PA4851_09510,|PA4851_09510||hypothetical|,---NA---,158
PA4851_09515,|PA4851_09515||hypothetical|,MCPB_ARTOCCarboxypeptidase 2 OS=Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) OX=554155 GN=MCPB PE=3 SV=1,634
PA4851_09520,|PA4851_09520||hydrolase||COORDINATES_|,DHMA_MYCPAHaloalkane dehalogenase OS=Mycobacterium paratuberculosis (strain ATCC BAA-968 / K-10) OX=262316 GN=dhmA PE=3 SV=1,333
PA4851_09525,|PA4851_09525||hypothetical|,---NA---,326
PA4851_09530,|PA4851_09530||hypothetical|,---NA---,93
PA4851_09535,|PA4851_09535||dihydroorotate|,PYRD_PSEAEDihydroorotate dehydrogenase (quinone) OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=pyrD PE=3 SV=1,342
PA4851_09540,|PA4851_09540||ribosome|,RMF_PSE14Ribosome modulation factor OS=Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) OX=264730 GN=rmf PE=3 SV=2,70
PA4851_09545,|PA4851_09545||ribosomal|,RLMKL_PSEAERibosomal RNA large subunit methyltransferase K/L OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=rlmL PE=3 SV=1,725
PA4851_09550,|PA4851_09550||D-alanyl-D-alanine|,DACB_HAEIND-alanyl-D-alanine carboxypeptidase DacB OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=dacB PE=1 SV=1,476
PA4851_09555,|PA4851_09555||hypothetical|,YGGL_ECOLIUncharacterized protein YggL OS=Escherichia coli (strain K12) OX=83333 GN=yggL PE=4 SV=2,114
PA4851_09560,|PA4851_09560||two-component|,BVGA_BORPEVirulence factors putative positive transcription regulator BvgA OS=Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251) OX=257313 GN=bvgA PE=1 SV=1,207
PA4851_09565,|PA4851_09565||two-component|,BVGS_BORPAVirulence sensor protein BvgS OS=Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253) OX=257311 GN=bvgS PE=3 SV=2,741
PA4851_09570,|PA4851_09570||deoxyguanosinetriphosphate|,DGTL2_PSEAEDeoxyguanosinetriphosphate triphosphohydrolase-like protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=dgt2 PE=3 SV=1,443
PA4851_09575,|PA4851_09575||hypothetical|,---NA---,107
PA4851_09580,|PA4851_09580||hypothetical|,---NA---,126
PA4851_09585,|PA4851_09585||hypothetical|,YQJD_SHIFLUncharacterized protein YqjD OS=Shigella flexneri OX=623 GN=yqjD PE=3 SV=1,109
PA4851_09590,|PA4851_09590||transporter||COORDINATES_|,Y1343_METJAPutative ammonium transporter MJ1343 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1343 PE=1 SV=1,460
PA4851_09595,|PA4851_09595||porin||COORDINATES_|,NICP_PSEPKPorin-like protein NicP OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=nicP PE=2 SV=1,421
PA4851_09600,|PA4851_09600||hypothetical|,Y2322_MYCBOProbable metallo-hydrolase Mb2322c OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=BQ2027_MB2322C PE=3 SV=1,288
PA4851_09605,|PA4851_09605||hypothetical|,---NA---,310
PA4851_09610,|PA4851_09610||glutathione|,GSTA_RHILEProtein GstA OS=Rhizobium leguminosarum OX=384 GN=gstA PE=3 SV=1,198
PA4851_09615,|PA4851_09615||transcriptional|,LMRA_BACSUHTH-type transcriptional regulator LmrA OS=Bacillus subtilis (strain 168) OX=224308 GN=lmrA PE=4 SV=1,185
PA4851_09620,|PA4851_09620||hypothetical|,---NA---,92
PA4851_09625,|PA4851_09625||cytochrome|,MAUG_METEAMethylamine utilization protein MauG OS=Methylobacterium extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1) OX=272630 GN=mauG PE=3 SV=1,467
PA4851_09635,|PA4851_09635||hypothetical|,YGDR_SHIFLUncharacterized lipoprotein YgdR OS=Shigella flexneri OX=623 GN=ygdR PE=3 SV=1,73
PA4851_09640,|PA4851_09640||molybdenum|,MOBA_PSEABMolybdenum cofactor guanylyltransferase OS=Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963 GN=mobA PE=3 SV=1,198
PA4851_09645,|PA4851_09645||molybdopterin|,MOAB_ECOLIMolybdenum cofactor biosynthesis protein B OS=Escherichia coli (strain K12) OX=83333 GN=moaB PE=1 SV=2,179
PA4851_09650,|PA4851_09650||molybdenum|,MOEA_SALTYMolybdopterin molybdenumtransferase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=moeA PE=3 SV=2,405
PA4851_09655,|PA4851_09655||transcriptional|,ORUR_PSEAEOrnithine utilization regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=oruR PE=4 SV=1,343
PA4851_09660,|PA4851_09660||hypothetical|,ADAS_DICDIAlkyldihydroxyacetonephosphate synthase OS=Dictyostelium discoideum OX=44689 GN=eapA PE=1 SV=1,531
PA4851_09665,|PA4851_09665||FAD-dependent|,GLPD_STAHJAerobic glycerol-3-phosphate dehydrogenase OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=glpD PE=3 SV=1,526
PA4851_09670,|PA4851_09670||carbohydrate|,YGCE_ECOLIUncharacterized sugar kinase YgcE OS=Escherichia coli (strain K12) OX=83333 GN=ygcE PE=3 SV=2,519
PA4851_09675,|PA4851_09675||lipid|,YEGS_PSEAEProbable lipid kinase YegS-like OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA3023 PE=3 SV=1,302
PA4851_09680,|PA4851_09680||hypothetical|,MARC2_BOVINMitochondrial amidoxime reducing component 2 OS=Bos taurus OX=9913 GN=MARC2 PE=2 SV=1,268
PA4851_09685,|PA4851_09685||hypothetical|,---NA---,128
PA4851_09690,|PA4851_09690||lytic|,SLT_ECOLISoluble lytic murein transglycosylase OS=Escherichia coli (strain K12) OX=83333 GN=slt PE=1 SV=1,642
PA4851_09695,|PA4851_09695||ABC|,UUP_ECOLIABC transporter ATP-binding protein uup OS=Escherichia coli (strain K12) OX=83333 GN=uup PE=1 SV=2,640
PA4851_09700,|PA4851_09700||hypothetical|,---NA---,228
PA4851_09705,|PA4851_09705||hypothetical|,USPA1_COXBUUniversal stress protein A homolog 1 OS=Coxiella burnetii (strain RSA 493 / Nine Mile phase I) OX=227377 GN=uspA1 PE=3 SV=1,145
PA4851_09710,|PA4851_09710||hypothetical|,---NA---,144
PA4851_09715,|PA4851_09715||hypothetical|,---NA---,272
PA4851_09720,|PA4851_09720||fatty|,FADB_PSEAEFatty acid oxidation complex subunit alpha OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=fadB PE=3 SV=1,715
PA4851_09725,|PA4851_09725||3-ketoacyl-CoA|,FADA_PSEAE3-ketoacyl-CoA thiolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=fadA PE=3 SV=1,391
PA4851_09730,|PA4851_09730||hypothetical|,---NA---,124
PA4851_09735,|PA4851_09735||DNA|,TOP1_PSEAEDNA topoisomerase 1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=topA PE=3 SV=1,868
PA4851_09740,|PA4851_09740||hypothetical|,---NA---,172
PA4851_09745,|PA4851_09745||hypothetical|,---NA---,77
PA4851_09750,|PA4851_09750||cell|,SULA_PSEAECell division inhibitor SulA OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=sulA PE=1 SV=1,161
PA4851_09755,|PA4851_09755||LexA|,LEXA_PSEAELexA repressor OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=lexA PE=3 SV=1,204
PA4851_09760,|PA4851_09760||transcriptional|,YTTP_BACSUProbable HTH-type transcriptional regulator YttP OS=Bacillus subtilis (strain 168) OX=224308 GN=yttP PE=2 SV=1,233
PA4851_09765,|PA4851_09765||beta-hexosaminidase||COORDINATES_|,NAGZ_PSEAEBeta-hexosaminidase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=nagZ PE=1 SV=1,332
PA4851_09770,|PA4851_09770||S-methyl-5_-thioinosine|,MTIP_PSEAES-methyl-5'-thioinosine phosphorylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA3004 PE=1 SV=1,245
PA4851_09775,|PA4851_09775||hypothetical|,---NA---,209
PA4851_09780,|PA4851_09780||transcription-repair|,MFD_ECOLITranscription-repair-coupling factor OS=Escherichia coli (strain K12) OX=83333 GN=mfd PE=1 SV=2,1148
PA4851_09785,|PA4851_09785||glyceraldehyde-3-phosphate|,GAP2_PSEABGlyceraldehyde-3-phosphate dehydrogenase-like protein OS=Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963 GN=gap2 PE=1 SV=1,461
PA4851_09790,|PA4851_09790||aromatic|,AROP_ECOL6Aromatic amino acid transport protein AroP OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=aroP PE=3 SV=1,469
PA4851_09795,|PA4851_09795||Na(plus)-translocating|,NQRA_PSEAENa(+)-translocating NADH-quinone reductase subunit A OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=nqrA PE=3 SV=1,445
PA4851_09800,|PA4851_09800||Na(plus)-translocating|,NQRB_PSEAENa(+)-translocating NADH-quinone reductase subunit B OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=nqrB PE=3 SV=1,403
PA4851_09805,|PA4851_09805||Na(plus)-translocating|,NQRC_PSEAENa(+)-translocating NADH-quinone reductase subunit C OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=nqrC PE=3 SV=1,261
PA4851_09810,|PA4851_09810||Na(plus)-translocating|,NQRD_PSEAENa(+)-translocating NADH-quinone reductase subunit D OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=nqrD PE=3 SV=1,224
PA4851_09815,|PA4851_09815||Na(plus)-translocating|,NQRE_PSEAENa(+)-translocating NADH-quinone reductase subunit E OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=nqrE PE=3 SV=1,202
PA4851_09820,|PA4851_09820||Na(plus)-translocating|,NQRF_PSEAENa(+)-translocating NADH-quinone reductase subunit F OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=nqrF PE=3 SV=1,407
PA4851_09825,|PA4851_09825||hypothetical|,APBE_VIBC3FAD:protein FMN transferase OS=Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395) OX=345073 GN=apbE PE=1 SV=2,342
PA4851_09830,|PA4851_09830||hypothetical|,Y173_HAEINUncharacterized protein HI_0173 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0173 PE=4 SV=1,75
PA4851_09835,|PA4851_09835||soluble|,STHA_PSEAESoluble pyridine nucleotide transhydrogenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=sthA PE=1 SV=2,464
PA4851_09840,|PA4851_09840||phosphodiesterase||COORDINATES_|,"UGPQ_ECOLIGlycerophosphodiester phosphodiesterase, cytoplasmic OS=Escherichia coli (strain K12) OX=83333 GN=ugpQ PE=1 SV=1",240
PA4851_09845,|PA4851_09845||hypothetical|,---NA---,254
PA4851_09850,|PA4851_09850||hypothetical|,LOLC_XYLFALipoprotein-releasing system transmembrane protein LolC OS=Xylella fastidiosa (strain 9a5c) OX=160492 GN=lolC PE=3 SV=1,416
PA4851_09855,|PA4851_09855||lipoprotein-releasing|,LOLD_PSEAELipoprotein-releasing system ATP-binding protein LolD OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=lolD PE=3 SV=1,227
PA4851_09860,|PA4851_09860||hypothetical|,LOLC_XYLFTLipoprotein-releasing system transmembrane protein LolC OS=Xylella fastidiosa (strain Temecula1 / ATCC 700964) OX=183190 GN=lolC PE=3 SV=1,433
PA4851_09865,|PA4851_09865||hypothetical|,---NA---,177
PA4851_09870,|PA4851_09870||hypothetical|,REC2_HAEINRecombination protein 2 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=rec2 PE=4 SV=1,731
PA4851_09875,|PA4851_09875||translocation|,Y1022_METTHPutative biopolymer transport protein ExbB homolog OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) OX=187420 GN=MTH_1022 PE=3 SV=1,211
PA4851_09880,|PA4851_09880||hypothetical|,EXBD_AQUAEBiopolymer transport protein ExbD OS=Aquifex aeolicus (strain VF5) OX=224324 GN=exbD PE=3 SV=1,146
PA4851_09885,|PA4851_09885||tetraacyldisaccharide|,LPXK_PSEAETetraacyldisaccharide 4'-kinase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=lpxK PE=3 SV=1,332
PA4851_09890,|PA4851_09890||hypothetical|,Y2980_PSEAEUPF0434 protein PA2980 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA2980 PE=3 SV=1,61
PA4851_09895,|PA4851_09895||3-deoxy-manno-octulosonate|,KDSB_PSEA83-deoxy-manno-octulosonate cytidylyltransferase OS=Pseudomonas aeruginosa (strain LESB58) OX=557722 GN=kdsB PE=3 SV=1,254
PA4851_09900,|PA4851_09900||phosphotyrosine|,Y328_SYNY3Putative low molecular weight protein-tyrosine-phosphatase slr0328 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr0328 PE=1 SV=1,154
PA4851_09905,|PA4851_09905||UDP-N-acetylenolpyruvoylglucosamine|,MURB_PSEAEUDP-N-acetylenolpyruvoylglucosamine reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=murB PE=1 SV=1,339
PA4851_09910,|PA4851_09910||ribonuclease|,RNE_ECOLIRibonuclease E OS=Escherichia coli (strain K12) OX=83333 GN=rne PE=1 SV=6,1057
PA4851_09915,|PA4851_09915||ribosomal|,RLUC_PSEAERibosomal large subunit pseudouridine synthase C OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=rluC PE=3 SV=1,318
PA4851_09920,|PA4851_09920||hydrolase||COORDINATES_|,GPH_VIBVUPhosphoglycolate phosphatase OS=Vibrio vulnificus (strain CMCP6) OX=216895 GN=gph PE=3 SV=2,230
PA4851_09925,|PA4851_09925||peptidase||COORDINATES_|,NHAA_BRUMENa(+)/H(+) antiporter NhaA OS=Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094) OX=224914 GN=nhaA PE=3 SV=2,326
PA4851_09930,|PA4851_09930||hypothetical|,Y2972_PSEAEMaf-like protein PA2972 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA2972 PE=3 SV=1,192
PA4851_09935,|PA4851_09935||hypothetical|,YCED_ECOLILarge ribosomal RNA subunit accumulation protein YceD OS=Escherichia coli (strain K12) OX=83333 GN=yceD PE=2 SV=1,178
PA4851_09940,|PA4851_09940||50S|,RL32_PSEAE50S ribosomal protein L32 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=rpmF PE=1 SV=3,60
PA4851_09945,|PA4851_09945||phosphate|,PLSX_PSEAEPhosphate acyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=plsX PE=3 SV=2,326
PA4851_09950,|PA4851_09950||malonyl|,FABD_SALTYMalonyl CoA-acyl carrier protein transacylase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=fabD PE=1 SV=3,312
PA4851_09955,|PA4851_09955||3-oxoacyl-[acyl-carrier-protein]|,FABG_PSEAE3-oxoacyl-,247
PA4851_09960,|PA4851_09960||acyl|,ACP1_PSEAEAcyl carrier protein 1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=acpP1 PE=3 SV=4,78
PA4851_09965,|PA4851_09965||3-oxoacyl-ACP|,FABF_VIBCH3-oxoacyl-,414
PA4851_09970,|PA4851_09970||4-amino-4-deoxychorismate|,PABC_VIBHAAminodeoxychorismate lyase OS=Vibrio harveyi OX=669 GN=pabC PE=3 SV=1,271
PA4851_09975,|PA4851_09975||hypothetical|,MLTG_HAEINEndolytic murein transglycosylase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=mltG PE=3 SV=1,349
PA4851_09980,|PA4851_09980||thymidylate|,KTHY_PSEAEThymidylate kinase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=tmk PE=1 SV=1,210
PA4851_09985,|PA4851_09985||DNA|,HOLB_PSEAEDNA polymerase III subunit delta' OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=holB PE=3 SV=2,328
PA4851_09990,|PA4851_09990||type|,---NA---,118
PA4851_09995,|PA4851_09995||hypothetical|,YCFH_ECOLIUncharacterized metal-dependent hydrolase YcfH OS=Escherichia coli (strain K12) OX=83333 GN=ycfH PE=1 SV=1,258
PA4851_10005,|PA4851_10005||hypothetical|,CSD_METTHProbable cysteine desulfurase OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) OX=187420 GN=csd PE=3 SV=1,377
PA4851_10010,|PA4851_10010||transcriptional|,ICAR_STAAWBiofilm operon icaADBC HTH-type negative transcriptional regulator IcaR OS=Staphylococcus aureus (strain MW2) OX=196620 GN=icaR PE=3 SV=1,212
PA4851_10015,|PA4851_10015||hypothetical|,Y1487_METJAUncharacterized methyltransferase MJ1487 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ1487 PE=3 SV=1,298
PA4851_10020,|PA4851_10020||hypothetical|,---NA---,210
PA4851_10025,|PA4851_10025||hypothetical|,---NA---,189
PA4851_10030,|PA4851_10030||electron|,ETFD_PSEAEElectron transfer flavoprotein-ubiquinone oxidoreductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA2953 PE=1 SV=1,551
PA4851_10035,|PA4851_10035||electron|,ETFB_PSEAEElectron transfer flavoprotein subunit beta OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=etfB PE=3 SV=1,249
PA4851_10040,|PA4851_10040||electron|,ETFA_PSEAEElectron transfer flavoprotein subunit alpha OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=etfA PE=3 SV=1,309
PA4851_10045,|PA4851_10045||reductase||COORDINATES_|,FABV_PSEAEEnoyl-[acyl-carrier-protein] reductase,398
PA4851_10050,|PA4851_10050||lipase||COORDINATES_|,LIP3_MORS1Lipase 3 OS=Moraxella sp. (strain TA144) OX=77152 GN=lip3 PE=1 SV=1,315
PA4851_10055,|PA4851_10055||precorrin-4|,COBM_PSEAEPrecorrin-4 C(11)-methyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=cobM PE=3 SV=1,250
PA4851_10060,|PA4851_10060||hypothetical|,CBIG_BACMECobalt-precorrin-5A hydrolase OS=Bacillus megaterium OX=1404 GN=cbiG PE=1 SV=1,142
PA4851_10065,|PA4851_10065||hypothetical|,---NA---,364
PA4851_10070,|PA4851_10070||cobalamin|,COBW_PSEAEProtein CobW OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=cobW PE=3 SV=1,375
PA4851_10075,|PA4851_10075||cobaltochelatase|,COBN_PSEAEAerobic cobaltochelatase subunit CobN OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=cobN PE=3 SV=1,1248
PA4851_10080,|PA4851_10080||phospho-2-dehydro-3-deoxyheptonate|,"AROF_ECOLIPhospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive OS=Escherichia coli (strain K12) OX=83333 GN=aroF PE=1 SV=1",364
PA4851_10090,|PA4851_10090||magnesium|,CHLI_TRICVMagnesium-chelatase subunit ChlI OS=Trieres chinensis OX=1514140 GN=chlI PE=3 SV=1,338
PA4851_10095,|PA4851_10095||hypothetical|,BCHD_CHLP8Magnesium-chelatase 67 kDa subunit OS=Chlorobaculum parvum (strain NCIB 8327) OX=517417 GN=bchD PE=3 SV=1,214
